id_aluno,semestre_atual,total_semestres_cursados,nota_disciplina1,nota_disciplina2,nota_disciplina3,nota_disciplina4,nota_disciplina5,nota_disciplina6,nota_disciplina7,nota_disciplina8,nota_disciplina9,nota_disciplina10,media_notas,taxa_aprovacao,frequencia,evadiu,qtd_trancamentos,slope_notas,std_notas,Probabilidade,Nível de Risco,Previsão Evasão (0/1)
425,5,6,9.72,5.66,6.55,6.16,2.95,1.71,5.18,3.59,4.37,4.39,6.25,0.26,33,1,0,-0.4604848484848485,2.217865841048301,0.7004588195149243,🔴 Alto,1
426,7,3,2.58,7.75,1.64,2.62,2.33,2.14,9.53,4.4,1.82,5.61,0.43,0.7,48,1,0,0.1218181818181819,2.7460913636981887,0.1699218737093167,🟢 Baixo,0
427,5,1,0.88,4.21,5.19,8.58,9.75,5.19,7.67,4.49,7.84,0.21,3.39,0.7,70,1,0,0.052060606060606,3.159470595597377,0.3198113134631704,🟢 Baixo,0
428,9,3,6.59,5.49,1.54,4.7,0.38,5.73,6.98,7.5,3.92,3.43,6.67,0.0,60,0,1,0.0155151515151515,2.33595186403982,0.7556340520734304,🔴 Alto,1
429,9,10,9.72,0.5,8.85,9.35,3.41,5.14,8.56,3.94,8.56,2.02,3.92,0.66,13,0,4,-0.2307272727272726,3.4005236524851745,0.8233844900150376,🔴 Alto,1
430,10,5,3.0,4.94,9.39,2.82,2.85,8.09,4.7,3.09,8.87,2.14,5.62,0.75,72,1,3,-0.0051515151515152,2.770721727075617,0.4974214131605947,🟠 Médio,0
431,4,4,3.88,8.92,7.39,1.53,2.02,2.05,4.48,5.62,2.52,7.02,5.94,0.88,78,1,4,-0.100060606060606,2.598157680613964,0.4284670725203907,🟠 Médio,0
432,1,1,0.6,0.7,8.55,7.6,0.08,3.72,5.66,0.94,9.33,8.78,8.93,0.65,12,1,0,0.5684848484848486,3.820727679382554,0.1450763443489058,🟢 Baixo,0
433,7,4,3.42,4.12,9.42,9.46,4.74,1.33,3.69,8.18,5.77,0.96,9.76,0.67,54,1,2,-0.2273333333333334,3.0706403602867955,0.5597658265733426,🟠 Médio,0
434,7,9,5.91,8.45,5.05,7.73,3.83,5.3,5.33,1.63,6.01,0.75,3.05,0.09,52,0,1,-0.5233333333333334,2.408164123236712,0.3406560635382776,🟢 Baixo,0
435,2,10,0.41,3.98,4.29,3.86,5.21,7.58,5.98,5.63,2.18,8.84,4.36,0.24,59,1,0,0.4769696969696971,2.4551949458693136,0.7611235110639639,🔴 Alto,1
436,6,8,8.86,1.62,3.45,0.84,1.3,7.08,6.36,4.87,5.16,3.66,0.22,0.98,87,0,1,0.0449696969696969,2.6481062415746592,0.4047667111693581,🟢 Baixo,0
437,7,7,5.69,3.85,4.97,0.82,2.99,9.22,0.22,9.53,4.03,2.26,3.59,0.84,4,1,3,-0.0144242424242424,3.1414179388719785,0.7181920972085117,🔴 Alto,1
438,2,5,5.93,3.45,0.65,1.03,2.79,5.79,7.41,8.5,6.08,9.67,6.13,0.0,87,0,0,0.6876363636363638,3.060925785880257,0.6759835134798515,🔴 Alto,1
439,1,9,5.5,5.22,0.05,8.47,6.86,7.73,1.95,9.1,2.41,8.73,0.55,0.42,59,1,2,0.217939393939394,3.1774161410387114,0.1915764839097588,🟢 Baixo,0
440,3,1,9.13,3.15,2.01,0.31,5.98,5.8,0.79,0.88,4.35,4.98,8.63,0.01,22,1,0,-0.202060606060606,2.832567739701912,0.8847469115614709,🔴 Alto,1
441,8,4,4.35,8.15,1.65,8.39,0.64,3.57,7.56,8.79,9.68,7.11,0.75,0.2,67,1,0,0.4344848484848484,3.1903516002681167,0.4521347251128201,🟠 Médio,0
442,1,2,5.52,8.73,5.84,1.37,4.67,1.49,9.91,2.26,6.33,5.09,3.48,0.12,59,0,1,-0.0977575757575757,2.8624210809111306,0.5159584963232199,🟠 Médio,0
443,7,2,3.79,9.08,4.93,7.83,3.48,0.17,4.15,9.85,8.45,3.58,5.92,0.96,85,0,4,0.0239393939393939,3.111053590738103,0.5433552713659359,🟠 Médio,0
444,1,4,8.94,2.12,3.44,3.22,4.12,3.85,9.68,5.13,6.07,2.76,8.58,0.63,37,1,2,-0.0024848484848484,2.5723705020855765,0.4813948089040885,🟠 Médio,0
445,4,5,8.22,2.8,2.15,4.76,8.01,5.07,0.38,8.97,0.52,9.39,9.65,0.39,27,0,0,0.0763030303030303,3.478409757984882,0.552365770656972,🟠 Médio,0
446,9,4,7.49,9.29,8.33,8.1,5.39,0.04,0.66,9.17,2.48,1.14,4.06,0.82,38,1,3,-0.7775151515151516,3.757873068638695,0.7092722775279156,🔴 Alto,1
447,4,1,8.52,4.6,0.21,6.3,6.89,7.41,2.25,6.8,7.57,7.91,9.2,0.99,8,1,3,0.221939393939394,2.693264025510888,0.1700824344355234,🟢 Baixo,0
448,2,7,3.45,7.4,7.15,5.06,7.1,0.77,3.03,3.57,0.68,5.13,7.25,0.44,48,0,4,-0.3772121212121213,2.477925655776532,0.2810674041769698,🟢 Baixo,0
449,2,4,0.11,9.24,1.81,1.99,2.57,0.68,8.31,3.14,3.89,3.97,6.08,0.44,12,1,4,0.1273333333333335,3.0181210122267204,0.5185351217512181,🟠 Médio,0
450,3,10,4.47,0.68,6.03,7.99,9.97,5.51,9.12,9.09,4.26,4.22,5.21,0.26,85,1,2,0.2244848484848484,2.9041013144249024,0.4021551959955239,🟢 Baixo,0
451,6,5,4.9,7.41,6.81,0.0,1.25,9.21,5.67,6.07,5.09,8.17,3.46,0.95,84,1,3,0.2088484848484849,2.8950908640509216,0.4103635708711699,🟢 Baixo,0
452,2,9,9.54,4.43,1.18,5.11,5.71,5.83,9.77,1.38,4.62,3.84,4.77,0.36,32,1,2,-0.2113333333333332,2.86516414111924,0.4605525971231428,🟠 Médio,0
453,1,5,4.57,4.92,2.28,7.38,2.85,8.15,4.88,8.77,8.38,1.61,9.11,0.43,31,1,1,0.1686666666666667,2.656365311222586,0.6453368559065061,🔴 Alto,1
454,10,4,9.9,9.47,3.59,5.56,1.58,6.41,1.11,8.09,2.09,5.75,9.73,0.12,71,0,3,-0.4547272727272726,3.204643332554949,0.5716090378400526,🟠 Médio,0
455,1,9,0.08,4.78,9.7,6.67,1.45,5.5,3.71,1.21,5.22,4.04,6.5,0.53,88,1,3,-0.0518787878787878,2.8508758887986216,0.3749637107325113,🟢 Baixo,0
456,8,5,8.82,8.13,3.24,8.68,1.02,2.63,8.93,0.04,2.12,3.04,0.42,0.93,40,0,4,-0.6529090909090909,3.5519454763082536,0.9056127697565064,🔴 Alto,1
457,4,10,9.73,7.12,3.68,1.72,5.59,2.85,7.52,3.99,7.92,2.76,3.09,0.63,22,0,2,-0.2480000000000001,2.675480434530508,0.6522786728616305,🔴 Alto,1
458,6,1,5.15,8.15,8.01,0.0,3.54,7.85,1.27,0.81,1.32,0.95,9.1,0.89,24,0,0,-0.6878181818181821,3.3149970672016527,0.907510958091749,🔴 Alto,1
459,8,5,8.04,1.55,2.45,0.36,1.77,7.83,7.19,4.82,7.18,1.28,5.51,0.5,12,1,1,0.1028484848484849,3.079812584485549,0.4686108817660104,🟠 Médio,0
460,10,9,0.68,0.93,2.65,2.07,6.86,1.28,7.43,8.47,3.79,2.03,2.86,0.23,20,0,0,0.434969696969697,2.901951259258348,0.4758552849072229,🟠 Médio,0
461,1,4,5.46,5.4,7.15,1.34,7.49,4.54,9.83,9.77,4.44,5.63,0.45,0.85,31,1,3,0.1844242424242424,2.568688597535932,0.483218628224985,🟠 Médio,0
462,7,3,3.02,4.24,6.89,0.98,2.49,9.83,1.7,9.91,4.49,1.22,9.5,0.82,75,0,1,0.0615151515151515,3.344494813205061,0.5729210885654547,🟠 Médio,0
463,9,5,4.05,2.21,9.25,8.22,1.35,5.0,9.4,1.05,6.76,6.83,6.57,0.57,64,0,4,0.1397575757575757,3.1649391779305964,0.5128510751140745,🟠 Médio,0
464,3,1,8.73,3.5,2.99,1.55,5.69,1.33,8.81,9.31,7.57,8.08,8.61,0.47,64,0,0,0.4343030303030303,3.1538096891784,0.7823241287726855,🔴 Alto,1
465,1,7,7.05,8.94,4.36,9.65,6.79,7.96,8.47,7.98,8.93,1.26,3.05,0.34,43,1,2,-0.2209090909090909,2.545682401417916,0.2430276305655084,🟢 Baixo,0
466,6,1,8.84,2.81,2.17,6.53,6.26,4.83,9.36,3.14,3.09,2.25,3.67,0.24,20,1,4,-0.2753939393939394,2.6902284083119947,0.5286900067608045,🟠 Médio,0
467,6,9,7.58,0.5,2.55,5.96,0.4,0.48,6.8,8.6,3.97,0.97,2.14,0.92,16,0,3,-0.0142424242424242,3.232870929134729,0.7803915024436485,🔴 Alto,1
468,7,7,9.64,9.74,2.09,2.92,7.27,9.23,2.63,7.93,5.07,7.3,5.62,0.96,50,0,0,-0.1421818181818182,2.985798981102974,0.476574752986775,🟠 Médio,0
469,5,8,9.51,0.23,5.74,9.21,4.93,4.46,2.55,1.49,3.65,4.93,5.8,0.75,71,0,1,-0.3574545454545455,2.994851137090679,0.460313470298398,🟠 Médio,0
470,9,5,2.93,0.68,3.34,0.85,0.25,1.45,5.21,6.13,2.5,1.48,2.09,0.33,58,1,1,0.1692121212121212,1.962100914835932,0.5425841931259976,🟠 Médio,0
471,10,9,3.55,3.78,4.57,7.83,3.65,3.29,2.56,1.81,9.12,2.02,0.56,0.57,20,1,1,-0.0385454545454546,2.412941036255226,0.3233964272824091,🟢 Baixo,0
472,5,2,0.25,3.76,3.71,3.04,6.65,2.65,6.1,3.46,4.24,8.19,1.31,0.93,47,1,1,0.4772727272727272,2.257477697687301,0.2612230627130704,🟢 Baixo,0
473,2,2,6.37,4.9,5.2,9.66,2.55,8.15,9.16,3.89,8.34,8.89,9.55,0.58,56,1,4,0.2685454545454546,2.4747096350436304,0.4945232678601491,🟠 Médio,0
474,4,10,3.2,0.66,3.05,1.37,2.26,5.37,5.34,3.38,8.69,0.53,1.07,0.54,73,0,4,0.2960606060606061,2.5156013197643223,0.6054273415855252,🔴 Alto,1
475,1,3,2.7,8.57,8.51,5.0,3.0,7.24,6.3,6.43,6.66,8.63,4.15,0.22,63,1,1,0.2287272727272728,2.161168408266438,0.4564967671880521,🟠 Médio,0
476,1,2,2.83,0.88,8.79,4.93,7.24,9.88,4.0,4.86,7.41,8.76,8.65,0.86,20,1,1,0.4804848484848484,2.9187508743753154,0.1114094669679006,🟢 Baixo,0
477,10,4,9.41,9.74,7.58,1.04,4.56,7.05,9.56,2.8,2.46,6.21,1.76,0.1,40,0,0,-0.4582424242424242,3.186120769141615,0.3420436212089305,🟢 Baixo,0
478,1,5,0.64,6.73,8.03,4.61,9.92,9.15,2.44,6.86,3.03,0.5,1.1,0.95,56,1,4,-0.2441818181818182,3.440666763547114,0.6765613663138846,🔴 Alto,1
479,9,5,7.43,0.26,6.77,4.09,5.84,6.58,8.34,7.13,9.66,7.74,8.4,0.5,54,0,1,0.5083636363636365,2.6097390248409478,0.6127291651959142,🔴 Alto,1
480,10,3,2.58,8.67,6.09,1.88,4.57,1.54,0.37,9.19,8.34,5.36,2.71,0.99,32,0,2,0.1857575757575758,3.205614692310284,0.3989480218722759,🟢 Baixo,0
481,2,3,6.74,6.92,1.09,3.45,4.53,1.56,1.79,8.57,4.13,7.64,5.25,0.63,70,0,2,0.1092121212121213,2.7070475922426382,0.4814705252971332,🟠 Médio,0
482,4,7,9.01,3.19,2.07,4.88,2.24,6.84,4.35,5.83,2.88,5.17,3.7,0.51,12,1,3,-0.0904242424242425,2.1944434880447985,0.6921345525484384,🔴 Alto,1
483,6,5,2.3,5.35,4.33,1.5,4.5,7.09,6.75,9.75,4.04,3.83,7.83,0.23,46,1,1,0.3032727272727274,2.4178420130355915,0.7224389125331928,🔴 Alto,1
484,3,5,5.98,7.31,1.63,6.18,6.31,4.46,8.22,1.58,5.88,6.06,7.91,0.92,62,0,0,-0.0319393939393939,2.203862518398096,0.3733045969745306,🟢 Baixo,0
485,9,8,9.37,0.34,0.5,6.36,0.81,5.96,1.58,2.89,0.53,4.8,1.96,0.27,77,1,2,-0.2244848484848484,3.147013398975818,0.345013184314982,🟢 Baixo,0
486,4,6,0.7,4.29,1.83,6.47,4.43,8.96,2.47,6.87,3.4,0.11,9.09,0.82,66,1,2,0.0375151515151514,2.840543961990379,0.5212552864282071,🟠 Médio,0
487,8,4,6.71,9.99,7.8,4.45,5.26,9.7,7.77,0.76,4.24,6.75,5.67,0.19,97,1,3,-0.3678181818181818,2.7764567747800832,0.6454316301634988,🔴 Alto,1
488,1,7,6.98,5.57,0.15,4.65,5.17,1.34,5.73,2.01,7.76,8.65,6.51,0.3,79,0,2,0.2367878787878787,2.8152736200155672,0.499632113650822,🟠 Médio,0
489,3,9,3.49,3.92,7.54,3.73,6.5,0.58,2.99,1.42,6.77,4.89,8.43,0.81,98,0,4,-0.0375151515151515,2.276059216179481,0.2080660956971339,🟢 Baixo,0
490,6,6,0.08,7.46,5.73,3.53,3.63,6.17,3.16,8.16,7.88,5.52,4.88,0.08,60,0,1,0.3968484848484848,2.53770149719956,0.6582188765997746,🔴 Alto,1
491,3,5,0.44,0.63,1.3,2.17,3.37,3.04,9.65,9.76,0.9,4.37,2.76,0.39,62,1,0,0.6161818181818184,3.4789080342991405,0.4316977075117267,🟠 Médio,0
492,7,7,4.67,7.1,5.14,8.72,3.59,9.04,8.79,6.62,0.37,7.24,7.47,0.22,46,1,3,-0.0661818181818181,2.7367003652005617,0.3865652669941198,🟢 Baixo,0
493,3,6,3.31,3.37,3.97,6.08,9.67,0.37,1.0,5.37,3.92,0.63,3.67,0.4,88,0,3,-0.2291515151515152,2.832993901236719,0.4113589786442723,🟢 Baixo,0
494,9,6,7.92,0.31,6.96,3.39,9.86,2.89,2.66,8.2,3.57,0.81,2.06,0.36,42,0,2,-0.2674545454545454,3.319437870751277,0.3256293061827151,🟢 Baixo,0
495,2,8,3.64,4.02,1.68,5.14,3.44,9.73,5.72,0.4,0.43,1.34,6.4,0.33,83,0,1,-0.2678787878787879,2.86178343772628,0.5341072471942786,🟠 Médio,0
496,9,5,5.97,2.73,6.09,3.48,1.66,9.88,1.24,1.31,1.48,6.15,2.9,0.29,27,1,4,-0.1789696969696969,2.906102582880071,0.5834963226541882,🟠 Médio,0
497,2,8,8.3,2.48,5.87,6.18,6.92,6.41,8.81,1.62,6.25,0.18,8.28,0.79,60,1,0,-0.3670303030303031,2.884586625497664,0.5582884247114807,🟠 Médio,0
498,2,4,7.24,3.47,7.88,3.33,8.78,3.72,7.62,2.13,6.83,4.3,2.29,0.68,40,0,1,-0.1447272727272728,2.3687737099370403,0.2378718168717136,🟢 Baixo,0
499,7,5,0.3,2.2,8.19,5.16,3.09,8.7,9.54,5.88,4.24,5.64,5.47,0.72,28,0,4,0.4214545454545456,2.962330914068252,0.5099731378089091,🟠 Médio,0
500,5,9,7.48,0.98,1.79,0.76,5.65,9.65,7.55,0.53,7.92,5.27,6.79,0.27,24,1,4,0.2833939393939393,3.45019419743295,0.2986629496803367,🟢 Baixo,0
501,5,2,2.06,7.66,9.75,0.35,5.55,2.47,2.95,7.29,5.11,9.22,9.8,0.31,79,0,1,0.2364242424242425,3.2196254095434425,0.7752966004318196,🔴 Alto,1
502,4,4,7.6,2.04,1.32,0.22,1.6,6.76,3.92,1.52,7.96,7.79,0.47,0.37,31,1,1,0.3661212121212122,3.123374421643645,0.4325428212149044,🟠 Médio,0
503,5,3,6.82,8.84,8.04,9.72,7.59,6.04,9.53,9.13,7.16,2.13,7.78,0.09,3,1,3,-0.3069090909090909,2.2446974554862997,0.5446130286049008,🟠 Médio,0
504,2,2,9.13,4.57,2.67,8.31,6.85,3.35,2.82,6.45,4.73,1.9,1.9,0.12,56,0,2,-0.3940606060606061,2.499972444292581,0.3033943679021585,🟢 Baixo,0
505,2,9,0.3,7.23,4.59,1.21,8.51,1.01,5.2,5.56,0.48,3.49,0.03,0.28,62,1,3,-0.0558787878787878,2.9339726576019003,0.3959850752406907,🟢 Baixo,0
506,3,10,1.1,8.41,2.63,0.33,1.41,7.95,5.96,0.96,9.18,8.91,7.71,0.26,53,0,4,0.5500606060606061,3.724687011459263,0.0918963079449008,🟢 Baixo,0
507,8,6,7.51,1.97,5.04,6.51,9.71,0.53,9.62,3.51,2.01,9.83,1.93,0.91,79,1,4,0.0827878787878788,3.525580172901413,0.5210673149531692,🟠 Médio,0
508,7,7,5.25,3.19,0.25,2.93,0.56,0.81,8.66,2.54,1.73,4.99,1.97,0.75,68,0,3,0.0989696969696969,2.6066813725075373,0.3284083218827808,🟢 Baixo,0
509,1,1,8.91,9.14,2.7,8.82,1.4,2.74,8.37,4.71,5.73,2.44,8.0,0.79,99,1,3,-0.4367272727272727,3.0991941604946995,0.6440915727892549,🔴 Alto,1
510,10,2,2.47,6.85,7.34,0.73,1.01,5.73,8.07,3.06,4.16,8.85,8.85,0.7,58,1,3,0.2662424242424243,2.951500748207032,0.4917230954933861,🟠 Médio,0
511,6,4,5.21,3.69,3.68,0.01,2.9,5.66,2.64,6.53,4.06,7.09,7.94,0.71,38,1,1,0.2691515151515152,2.0852500516191763,0.4684122325184292,🟠 Médio,0
512,8,4,1.91,5.34,3.78,8.4,0.93,9.95,5.99,9.55,5.57,9.8,7.8,0.88,57,0,2,0.625818181818182,3.270034998113765,0.2287853483502717,🟢 Baixo,0
513,5,9,4.64,1.45,7.14,0.49,0.14,6.63,7.47,4.66,5.78,6.41,5.96,0.94,73,1,4,0.3713333333333334,2.789816600901691,0.5835553783131722,🟠 Médio,0
514,10,6,1.87,3.24,9.02,2.55,1.63,0.66,2.4,0.87,9.95,4.71,4.3,0.78,71,1,0,0.1839999999999998,3.2743515049209027,0.4064853640489858,🟢 Baixo,0
515,9,8,6.55,6.88,0.34,6.45,8.66,6.7,8.27,5.56,0.14,3.68,4.61,0.9,64,0,3,-0.263090909090909,3.0067666280500647,0.5437951687206511,🟠 Médio,0
516,5,8,5.78,0.58,7.12,8.73,1.3,1.1,4.8,9.96,3.8,4.32,5.04,0.65,96,0,4,0.0703636363636364,3.220871000210968,0.4835143324090766,🟠 Médio,0
517,8,10,1.46,1.78,7.88,0.7,0.38,4.97,9.79,6.58,7.89,0.99,9.19,0.02,54,0,0,0.3872727272727274,3.577037259458665,0.2744881930236478,🟢 Baixo,0
518,4,3,8.84,3.03,6.66,4.79,4.32,3.82,5.12,2.13,8.31,3.84,9.3,0.6,36,0,0,-0.183030303030303,2.205045728928692,0.6155826121594099,🔴 Alto,1
519,4,6,2.95,7.05,7.54,5.81,4.5,7.43,3.71,5.9,3.19,7.64,8.49,0.89,56,0,2,0.0219393939393939,1.859377434638929,0.4731858279541798,🟠 Médio,0
520,9,4,5.87,0.34,9.22,7.18,6.58,7.0,6.77,2.69,7.75,2.81,8.94,0.57,28,1,2,-0.0553333333333334,2.7588421484383625,0.5127261819015912,🟠 Médio,0
521,7,2,8.07,1.85,9.46,0.42,8.31,5.31,4.83,1.61,8.33,8.92,2.75,0.37,35,1,2,0.1453939393939392,3.402428707719107,0.6376736848901469,🔴 Alto,1
522,8,3,7.18,0.56,7.12,1.19,8.11,0.46,6.82,6.79,1.17,4.24,9.53,0.98,45,1,3,-0.0884848484848484,3.188141917934157,0.3099145735559117,🟢 Baixo,0
523,1,5,6.75,1.72,1.54,1.18,3.63,2.07,1.62,4.85,4.12,0.83,9.2,0.66,48,0,4,-0.1222424242424242,1.9267499981978864,0.3853101394873554,🟢 Baixo,0
524,5,2,6.35,2.14,3.64,7.42,4.0,8.92,1.22,5.63,7.53,7.63,1.8,0.7,82,1,0,0.2758787878787879,2.583506660852003,0.1787331739563188,🟢 Baixo,0
525,9,7,9.21,3.37,2.84,0.62,3.19,7.52,2.41,0.5,9.88,9.48,6.12,0.61,87,0,3,0.2787878787878788,3.7208774353489376,0.2885729201527595,🟢 Baixo,0
526,7,7,0.66,2.02,5.4,0.01,0.95,8.56,7.36,6.3,1.28,7.35,1.9,0.84,56,0,1,0.5405454545454546,3.30406298702404,0.5653453305077315,🟠 Médio,0
527,4,4,7.85,0.47,6.04,2.21,1.82,2.37,5.54,3.6,6.78,8.36,5.29,0.09,35,0,3,0.2854545454545454,2.7646144999499174,0.7414923819517646,🔴 Alto,1
528,6,6,5.49,7.75,0.46,8.16,5.27,9.54,1.03,6.98,2.1,0.87,0.01,0.66,36,1,2,-0.3978787878787879,3.394116641746093,0.4869247625141815,🟠 Médio,0
529,10,3,0.94,9.53,2.59,5.2,6.25,4.45,7.09,4.25,9.03,2.25,2.64,0.47,39,1,0,0.1239999999999999,2.851938132412958,0.2072413972345966,🟢 Baixo,0
530,9,9,7.74,0.59,7.76,1.02,6.41,2.2,0.15,1.66,3.3,0.67,7.62,0.03,86,0,0,-0.496848484848485,3.0245991469945235,0.4604086182014984,🟠 Médio,0
531,10,10,0.92,2.06,2.59,0.75,2.4,2.82,5.86,9.5,5.56,7.87,1.12,0.95,36,1,2,0.8324242424242425,2.9974472472422264,0.8291832444569246,🔴 Alto,1
532,3,8,1.09,1.09,0.97,4.67,2.94,7.06,6.44,1.28,5.35,8.44,2.1,0.22,46,1,2,0.6481818181818181,2.8263916926003017,0.5011445604072178,🟠 Médio,0
533,2,9,1.91,4.41,6.0,6.08,7.09,7.0,2.43,9.03,9.26,3.72,7.38,0.71,7,1,4,0.3293939393939394,2.5442748366566934,0.7593285992356884,🔴 Alto,1
534,7,9,0.99,1.68,0.67,6.49,3.72,1.14,7.37,8.21,7.26,0.03,6.23,0.36,64,0,0,0.4132121212121212,3.246598904152536,0.5089981056818272,🟠 Médio,0
535,3,3,6.69,0.66,6.72,6.11,3.1,6.0,3.92,6.28,0.99,7.82,7.33,0.13,8,1,4,0.0400606060606061,2.5174301270232795,0.5584869124720736,🟠 Médio,0
536,9,4,2.34,1.07,9.15,1.03,5.84,1.15,8.46,0.01,8.97,3.22,1.39,0.67,67,0,2,0.2128484848484848,3.63866947599745,0.5944491575936015,🔴 Alto,1
537,10,6,2.58,5.8,0.27,4.3,8.59,2.19,6.45,8.59,1.24,7.18,5.65,0.04,88,0,2,0.309878787878788,3.041097937697282,0.4783451317033849,🟠 Médio,0
538,5,2,3.8,2.09,1.67,8.07,9.92,5.47,4.89,0.25,5.76,1.26,1.79,0.41,5,0,0,-0.1106666666666667,3.115155783513171,0.3045452947761513,🟢 Baixo,0
539,10,3,4.74,7.73,4.85,4.87,3.94,9.2,4.76,0.07,7.03,5.15,2.69,1.0,66,1,1,-0.1223030303030303,2.45587368477199,0.4112414017889128,🟢 Baixo,0
540,4,6,4.87,7.68,0.7,6.54,4.48,2.61,9.42,4.86,6.34,7.5,3.85,0.41,33,1,2,0.2536969696969697,2.5635262172770275,0.5463795980781013,🟠 Médio,0
541,10,5,2.24,1.77,2.42,5.9,9.5,3.44,3.32,2.99,9.07,8.71,9.3,0.2,31,0,3,0.5962424242424244,3.0795208862563164,0.204911610144176,🟢 Baixo,0
542,3,6,2.63,3.21,4.57,9.93,7.85,1.08,7.01,5.22,8.3,0.4,0.92,0.98,39,0,0,0.0198787878787878,3.2134128620863867,0.5182765007653273,🟠 Médio,0
543,4,6,5.63,3.08,6.76,6.65,1.14,2.89,4.08,1.23,4.29,2.4,1.02,0.2,87,0,0,-0.3285454545454546,2.042227814041432,0.3082883545130728,🟢 Baixo,0
544,7,3,1.23,7.71,1.9,4.56,8.44,8.96,1.14,2.29,7.61,1.54,9.03,0.18,27,0,3,-0.0345454545454544,3.29593621836885,0.5774907467283115,🟠 Médio,0
545,9,8,1.1,8.66,8.17,7.07,6.19,7.61,3.53,9.35,6.35,7.1,7.52,0.65,34,0,3,0.2092727272727272,2.485330516808132,0.6082632557787931,🔴 Alto,1
546,10,1,6.36,0.65,8.27,6.03,1.09,2.77,9.31,0.05,1.21,9.51,3.28,0.86,45,0,0,0.0163030303030303,3.775850897479931,0.4131763879187484,🟢 Baixo,0
547,6,10,5.35,7.86,3.4,3.62,1.18,4.05,4.65,6.19,8.94,2.23,6.91,0.02,58,1,2,-0.0036969696969696,2.4119243124295773,0.4001049958170748,🟢 Baixo,0
548,2,4,6.89,8.67,6.29,1.14,2.94,4.75,9.4,5.68,9.16,2.81,6.38,0.35,18,0,4,-0.059090909090909,2.8647204633844003,0.470589155653783,🟠 Médio,0
549,9,3,8.36,5.29,2.88,1.97,2.76,8.13,0.53,2.68,8.09,2.75,6.33,0.37,16,1,0,-0.1869090909090907,2.897010719881981,0.5630619179274313,🟠 Médio,0
550,5,10,1.29,7.89,6.0,0.24,6.97,6.47,6.6,4.84,1.86,2.17,8.28,0.76,10,0,1,-0.1303636363636364,2.769974127436331,0.666558816629035,🔴 Alto,1
551,7,1,2.59,2.69,5.34,6.13,5.76,8.4,7.94,0.19,9.37,6.32,5.23,0.84,63,1,4,0.3796969696969697,2.887829057729468,0.363918064175172,🟢 Baixo,0
552,2,10,5.94,3.43,5.38,5.48,3.75,9.09,8.97,0.84,6.31,5.88,9.62,0.36,8,1,1,0.0771515151515151,2.4720753764128363,0.570097719905797,🟠 Médio,0
553,10,4,8.7,8.72,4.38,7.34,3.94,2.74,9.83,8.3,9.2,8.1,0.56,0.86,25,0,1,0.1444242424242424,2.4929288887660723,0.3483050702833484,🟢 Baixo,0
554,9,10,4.64,9.43,6.56,3.63,1.59,8.07,4.52,3.76,3.46,2.02,1.92,0.72,92,0,4,-0.4255757575757575,2.5298168576664466,0.6293622701792266,🔴 Alto,1
555,2,7,1.17,4.5,2.01,4.92,8.01,7.87,1.62,2.7,7.28,8.48,3.66,0.01,61,0,2,0.4767272727272728,2.8863325441735843,0.3901268364112644,🟢 Baixo,0
556,9,3,4.09,7.13,1.66,7.09,7.42,0.21,9.1,2.84,4.08,2.58,9.39,0.78,96,0,4,-0.1831515151515152,2.9140197513248105,0.4367247121198965,🟠 Médio,0
557,5,6,8.88,7.33,4.75,8.74,9.54,6.4,8.74,8.03,6.03,7.17,8.66,0.21,38,1,3,-0.068060606060606,1.5076136404559657,0.4404951871837266,🟠 Médio,0
558,9,10,9.11,9.96,6.02,9.66,8.73,5.8,1.68,4.66,9.31,7.72,0.59,0.72,3,0,0,-0.3074545454545453,2.679403955277285,0.8071774083772066,🔴 Alto,1
559,6,5,9.92,6.57,2.0,1.28,7.46,1.57,7.77,0.58,0.72,1.83,8.32,0.45,39,0,2,-0.6501818181818182,3.5322922994691264,0.658330947765305,🔴 Alto,1
560,1,9,9.82,9.24,5.11,1.28,0.31,0.95,6.24,9.87,4.86,1.55,5.57,0.05,22,0,3,-0.3986060606060606,3.809001181412261,0.5272973025763145,🟠 Médio,0
561,7,5,0.07,0.79,6.26,3.85,2.13,7.53,5.37,2.32,3.26,8.55,3.84,0.68,51,0,2,0.5083030303030305,2.8437965625003647,0.4166079011133319,🟢 Baixo,0
562,6,9,3.28,4.88,9.17,0.65,0.64,9.39,0.15,5.76,9.48,8.1,1.15,0.65,25,0,4,0.3986666666666666,3.816941765922614,0.7336939309252206,🔴 Alto,1
563,1,5,0.17,9.71,7.8,9.99,5.65,3.49,5.63,2.03,9.62,4.34,7.91,0.0,39,0,0,-0.0435757575757576,3.413160965699944,0.7319398530481769,🔴 Alto,1
564,6,5,1.71,8.21,0.32,5.08,5.88,8.75,3.17,2.19,1.74,1.48,2.73,0.74,25,0,4,-0.2476969696969697,2.962371609969883,0.7797740703977368,🔴 Alto,1
565,1,4,9.96,1.47,5.05,1.02,5.49,0.58,9.04,6.29,8.37,1.28,2.89,0.29,51,1,3,-0.0270909090909092,3.5847307352776787,0.6183749233757457,🔴 Alto,1
566,8,8,4.11,7.64,9.75,8.86,4.18,2.04,0.14,6.81,6.87,8.23,0.25,0.03,47,0,4,-0.0685454545454545,3.127576449016785,0.4301176431633214,🟠 Médio,0
